Customer ID,Total_Sales,Total_Profit,Total_Quantity,Total_Orders,Average_Order_Value,Profit_Margin,Customer_Segment
CUST1252,18028.98,3480.29,5,2,9014.49,19.30386522143793,High Value
CUST1253,2418.5,694.46,3,3,806.1666666666666,28.714492454000418,Very Low Value
CUST1254,5227.290000000001,767.2,3,2,2613.6450000000004,14.6768210678956,Low Value
CUST1255,9775.05,1915.6399999999999,8,3,3258.35,19.59723991181631,Medium Value
CUST1256,5112.3,881.04,3,3,1704.1000000000001,17.233730414881755,Low Value
CUST1257,3188.12,824.19,5,2,1594.06,25.85191272599526,Very Low Value
CUST1258,16281.43,3622.21,15,8,2035.17875,22.2474930027645,High Value
CUST1259,9694.76,2192.36,6,4,2423.69,22.61386563463149,Medium Value
CUST1260,7900.6,1653.94,8,5,1580.1200000000001,20.934359415740577,Low Value
CUST1261,8172.27,1606.33,7,5,1634.4540000000002,19.655860611555905,Low Value
CUST1262,20794.11,4994.44,13,8,2599.26375,24.018532170888772,High Value
CUST1263,7668.45,1364.4299999999998,4,2,3834.225,17.792774289458755,Low Value
CUST1264,14000.98,3220.1,11,5,2800.196,22.999104348409897,Medium Value
CUST1265,7990.31,1627.0,3,2,3995.155,20.362163670746188,Low Value
CUST1266,7367.12,1568.4,9,5,1473.424,21.28918763370218,Low Value
CUST1267,10225.49,2568.16,8,5,2045.098,25.115275649382085,Medium Value
CUST1268,11992.92,2682.61,11,5,2398.584,22.368280618898485,Medium Value
CUST1269,8720.59,1851.44,13,6,1453.4316666666666,21.230673612679876,Low Value
CUST1270,19990.010000000002,4799.26,13,6,3331.6683333333335,24.00829214192489,High Value
CUST1271,8392.09,2164.59,7,5,1678.4180000000001,25.7932171842771,Low Value
CUST1272,10984.31,3237.92,9,4,2746.0775,29.477682257693022,Medium Value
CUST1273,3477.5699999999997,764.58,3,3,1159.1899999999998,21.9860419775878,Very Low Value
CUST1274,18457.510000000002,3729.32,12,7,2636.787142857143,20.204892209187477,High Value
CUST1275,7017.25,1503.6599999999999,6,4,1754.3125,21.428052299690048,Low Value
CUST1276,25660.08,6020.92,13,7,3665.7257142857147,23.464151319871178,High Value
CUST1277,7127.1,1258.3400000000001,4,3,2375.7000000000003,17.655708492935418,Low Value
CUST1278,5732.1900000000005,1205.92,5,5,1146.438,21.037683677617107,Low Value
CUST1279,2899.84,748.65,2,1,2899.84,25.81694162436548,Very Low Value
CUST1280,20719.73,4290.49,9,4,5179.9325,20.707267903587546,High Value
CUST1282,1316.39,226.49,1,1,1316.39,17.205387461162726,Very Low Value
CUST1283,20544.4,3993.5,9,7,2934.914285714286,19.438387103054847,High Value
CUST1284,2030.3600000000001,475.47999999999996,4,2,1015.1800000000001,23.41850706278689,Very Low Value
CUST1285,14080.09,3238.84,12,7,2011.4414285714286,23.002977963919268,Medium Value
CUST1286,2842.73,894.89,2,2,1421.365,31.479950610856466,Very Low Value
CUST1287,8861.07,1937.9099999999999,8,4,2215.2675,21.869932186519232,Low Value
CUST1288,6199.33,1173.45,4,3,2066.443333333333,18.928658419538888,Low Value
CUST1289,16290.5,3765.88,15,7,2327.214285714286,23.117031398667937,High Value
CUST1290,7201.070000000001,1761.05,4,3,2400.356666666667,24.455393434586803,Low Value
CUST1291,1742.8300000000002,420.76,2,2,871.4150000000001,24.14234320042689,Very Low Value
CUST1292,19447.18,4692.6,13,4,4861.795,24.129976685565723,High Value
CUST1293,9590.060000000001,1870.47,3,2,4795.030000000001,19.504257533320956,Medium Value
CUST1294,17038.78,4061.92,12,7,2434.1114285714284,23.839265487317757,High Value
CUST1295,12979.380000000001,2389.91,10,6,2163.23,18.413129132516342,Medium Value
CUST1296,3292.6800000000003,859.18,4,3,1097.5600000000002,26.093638009159708,Very Low Value
CUST1297,14210.6,2846.49,6,3,4736.866666666667,20.03075169239863,Medium Value
CUST1298,2789.14,756.6800000000001,3,3,929.7133333333333,27.129509454527206,Very Low Value
CUST1299,4844.110000000001,1176.15,7,5,968.8220000000001,24.280001899213683,Very Low Value
CUST1300,9303.11,1995.35,6,6,1550.5183333333334,21.4482038802078,Medium Value
CUST1301,8092.2300000000005,1558.2,6,4,2023.0575000000001,19.25550806143671,Low Value
CUST1302,7991.16,1935.98,5,3,2663.72,24.226520304936955,Low Value
CUST1303,4351.73,1194.59,7,3,1450.5766666666666,27.450921817300244,Very Low Value
CUST1304,7343.46,1618.73,6,3,2447.82,22.0431513210394,Low Value
CUST1305,13829.529999999999,3919.5,14,6,2304.9216666666666,28.34152715240504,Medium Value
CUST1306,6797.2300000000005,1403.56,7,5,1359.4460000000001,20.648999666040428,Low Value
CUST1307,16268.49,3490.1600000000003,16,9,1807.61,21.45349691335828,High Value
CUST1308,16244.17,3840.45,8,6,2707.3616666666667,23.642020491043862,High Value
CUST1309,7693.84,1021.0500000000001,3,2,3846.92,13.271006415522029,Low Value
CUST1310,18804.920000000002,4788.7,15,7,2686.417142857143,25.465144228212612,High Value
CUST1311,8900.47,2029.95,6,4,2225.1175,22.807222539933285,Low Value
CUST1312,1797.55,245.67,2,1,1797.55,13.666935551166864,Very Low Value
CUST1313,16948.29,3251.53,9,7,2421.184285714286,19.1850033248192,High Value
CUST1314,38677.15,8196.93,23,8,4834.64375,21.193210978575205,High Value
CUST1315,10909.66,2304.09,8,4,2727.415,21.119723254436895,Medium Value
CUST1316,11279.44,1770.53,8,4,2819.86,15.696967225323242,Medium Value
CUST1317,10775.310000000001,2205.54,5,2,5387.655000000001,20.468459840134525,Medium Value
CUST1318,13735.0,3065.73,14,9,1526.111111111111,22.32056789224609,Medium Value
CUST1319,22627.27,5185.08,14,8,2828.40875,22.915181548635783,High Value
CUST1320,4299.35,929.48,7,5,859.8700000000001,21.619081954248898,Very Low Value
CUST1321,16187.929999999998,3862.1200000000003,8,5,3237.586,23.858022613144488,High Value
CUST1322,14730.970000000001,3376.95,10,5,2946.1940000000004,22.924152313119908,High Value
CUST1323,3072.31,658.58,4,3,1024.1033333333332,21.435987904866373,Very Low Value
CUST1324,6518.42,1875.37,8,6,1086.4033333333334,28.770315505904804,Low Value
CUST1325,4705.33,937.95,6,4,1176.3325,19.93377722710203,Very Low Value
CUST1326,1154.4,373.6,2,1,1154.4,32.363132363132365,Very Low Value
CUST1327,4513.8099999999995,1035.63,4,4,1128.4524999999999,22.94358867564209,Very Low Value
CUST1328,8774.109999999999,1975.87,6,4,2193.5274999999997,22.519321047946743,Low Value
CUST1329,9502.24,2291.74,12,5,1900.4479999999999,24.117892202259675,Medium Value
CUST1330,14102.67,3534.71,7,3,4700.89,25.064119063978662,Medium Value
CUST1331,20143.79,4444.17,8,5,4028.7580000000003,22.062233571736005,High Value
CUST1332,18202.739999999998,3986.36,10,4,4550.6849999999995,21.89977992324233,High Value
CUST1333,21477.88,5324.849999999999,12,5,4295.576,24.7922513767653,High Value
CUST1334,7328.38,1609.27,5,3,2442.7933333333335,21.959423501510567,Low Value
CUST1335,2604.78,436.35,2,1,2604.78,16.75189459378527,Very Low Value
CUST1336,19119.07,3543.5099999999998,9,4,4779.7675,18.533903584222454,High Value
CUST1337,9604.66,1287.8899999999999,4,2,4802.33,13.40901187548544,Medium Value
CUST1338,7161.46,1484.6799999999998,6,5,1432.292,20.73152681157194,Low Value
CUST1339,15692.63,4237.51,14,9,1743.6255555555554,27.003185571825757,High Value
CUST1340,7585.860000000001,1581.99,6,3,2528.6200000000003,20.85445816295054,Low Value
CUST1341,9145.16,2408.62,7,6,1524.1933333333334,26.337647455047257,Medium Value
